hr_mean,hr_std,hr_min,hr_max,hr_range,bf_mean,bf_std,bf_min,bf_max,bf_range,label,hr_rmssd,hr_slope,hr_skew,hr_kurtosis,bf_skew,bf_kurtosis,time_center,bf_rr,hr_bf_corr_long,hr_slope_long,participant
0.0260468338555429,0.9309697236998123,-0.9237197419224578,2.4094041258835004,3.3331238678059583,-0.8102912521910123,0.2967429112434303,-1.0752525722344537,-0.0453263621728403,1.0299262100616131,pranayama,0.1157355233152627,-0.0009068592184521,1.252100535564762,0.2365619051915612,1.0912789990517429,-0.0475212053379849,10,3.9955604883462814,-0.0543834949882317,-1.4399628662722547e-05,P1
-0.027359981089402,0.8946617413065255,-0.8415748306508765,2.260993394346343,3.10256822499722,0.3324261156252565,0.664535758659346,-1.0330432368699167,1.2090266168940187,2.2420698537639354,pranayama,0.1133732817608919,-0.0006446188409973,1.3261069182606513,0.3954637571759263,-0.9219315399287616,-0.6528280913864348,20,3.9955604883462814,-0.0543834949882317,-1.4399628662722547e-05,P1
-0.0484653697606514,0.6961502159525244,-0.7839691434056556,2.0523335589570397,2.836302702362695,1.379071912279994,0.8405972293360907,-0.238906694099536,2.48201673470378,2.720923428803316,pranayama,0.0759558362569182,0.0002561235890051,1.2180308761068348,0.485447151363541,-0.3601010408152615,-1.137566964575627,30,7.354443309499489,-0.0523373235152008,-0.0003211328281238,P1
0.0439392761082719,0.8618595296675037,-0.7899032315323494,2.215718601760316,3.0056218332926656,-0.8285289213075732,0.1890863083626831,-1.00825502207857,-0.2413837313579057,0.7668712907206642,pranayama,0.1055284880982536,0.0001132019004613,1.243353579497128,0.1907250220378893,1.4352492655990874,1.206246273125858,40,7.354443309499489,-0.0472550743395286,-0.000128223321327,P1
-0.0459933661084047,0.8326235800055037,-0.8464567852596402,2.0992898371784263,2.9457466224380666,0.5419663339391877,0.9235499604411568,-0.8675221966768151,2.114337192840743,2.981859389517558,pranayama,0.1046405304013214,-0.0001920568287821,1.2643213562244082,0.2669876489799221,0.2273482675525128,-1.105467519956126,50,2.267716535433071,-0.0767522177236943,0.0001361057155983,P1
0.0147422020272384,0.8347244171259947,-0.8272525942810403,2.142504431148186,2.9697570254292263,-0.2877639067927672,0.9144922885310776,-1.1391056131011337,1.5397356648990008,2.6788412780001343,pranayama,0.1089992454955608,-0.0003647992955367,1.244863266516222,0.1801854587143805,0.6530168809510039,-1.164984804869181,70,2.463222716387273,-0.0717676815249922,-5.774942603571122e-05,P1
-0.0219330103012466,0.8728274446151769,-0.9117895944540078,2.1349921427445757,3.0467817371985837,-0.3415793585269231,0.7359956103387831,-1.0772838099827575,1.0655590234184873,2.142842833401245,pranayama,0.1150568202893785,-0.0001774901503973,1.1619546561220573,-0.0575724338176812,0.641014553931454,-1.094798509565349,100,1.865768333765224,-0.1100390880627169,0.0001581224242679,P1
0.0460686110744463,0.9041515836390284,-0.8925440893320234,2.2410662058586257,3.1336102951906493,-0.5623082527686943,0.6676649958510771,-1.164996913488206,0.7510033163834561,1.916000229871662,pranayama,0.1153173452381678,-0.0008438631831115,1.1488084716399345,0.0011518014042883,0.6773317206405379,-1.0944064604199994,130,2.214022140221402,-0.1728271395467647,7.635370122405649e-05,P1
-0.0271573398066102,0.92388917832547,-0.9346831384359494,2.1904178203577533,3.125100958793703,0.4292199552299943,1.0790851147418137,-1.1178626794951676,1.832163083792852,2.95002576328802,pranayama,0.1214969782810683,-0.000822456718768,1.128420729193618,-0.1839442310111354,-0.1467625146533379,-1.502713971909363,160,2.135864728567191,-0.0974035381466442,-1.3584606768336978e-05,P1
0.0870135351139114,0.8848573869025128,-0.9756116831389784,2.312897729805877,3.2885094129448555,-0.974095887371094,0.3016697132490913,-1.2115805899194445,0.0912125654699326,1.302793155389377,pranayama,0.1170673810062403,-0.0002849436468541,1.1144239799901263,-0.1171559550012819,1.979652938016076,3.120598703418925,180,2.2648631645171435,-0.1251234512637511,-0.0004340260201249,P1
