bf_mean,bf_std,bf_min,bf_max,bf_range,bf_skew,bf_kurtosis,hr_mean,hr_std,hr_min,hr_max,hr_range,hr_skew,hr_kurtosis,hr_slope,hr_low_peaks,hr_peak_count,hr_ibi_mean_s,hr_ibi_std_s,hr_bpm_from_peaks,hr_sdnn_ms,hr_rmssd_ms,hr_pnn50,resp_bp_slow,resp_bp_fast,resp_bp_ratio_fast_slow,resp_peak_freq_hz,resp_spec_centroid_hz,resp_spec_entropy,hr_bf_xcorr_max,hr_bf_xcorr_lag_s,start,end,bf_rr,hr_bf_corr_long,hr_slope_long,missing_bf_rr,missing_corr,missing_slope,label,time_center,participant
0.13212987420003175,0.09489127278502742,0.039743461896397624,0.3330239651417409,0.29328050324534327,0.766815616587781,-0.8885585122202393,0.6222691246853191,0.054851830201511347,0.3743341025296656,0.954834094830397,0.5804999923007315,0.8522768494802069,9.504099437580024,-4.882178768860768e-05,0,17,0.5531250000000001,0.22791085839643535,108.47457627118642,235.38532239712828,320.8351370800667,0.7333333333333333,0.0,0.002711437283143325,2711437283.143325,0.1171875,1.6608797124066221,0.1781185510415331,0.2823141406236378,-1.225,0.0,10.0,-1.0,0.0,0.0,1,1,1,pranayama,5.0,P2
0.16349121269766656,0.13726195069173097,0.02744348661283852,0.37910766453474154,0.351664177921903,0.4835414178738819,-1.5549266589547661,0.6179619956624671,0.026613659795261837,0.538024624549294,0.7102298349930686,0.17220521044377457,-0.24235164798314884,0.4359796990766984,4.744248320148127e-05,0,12,0.8242424242424243,0.3361144312990092,72.79411764705881,352.5197895440794,590.820991878627,1.0,0.0,0.0015197502892239831,1519750289.2239833,0.1171875,1.2547618710060777,0.10276199312218291,-0.30963542645116116,1.9666666666666666,10.0,20.0,5.16870064608758,-0.17527734366705233,-1.0047543460084061e-05,0,0,0,pranayama,15.0,P2
0.1787215146461719,0.11832866866247882,0.028639354252023852,0.3499860883534201,0.32134673410139625,0.14119924035629602,-1.5926706409955675,0.6072636277085756,0.03687512153250073,0.3512068830241931,0.6791860890581115,0.3279792060339184,-2.3976801243568553,10.911578838402713,-0.00022817353382790617,0,13,0.7326388888888888,0.3455312993898305,81.8957345971564,360.89567194264885,586.3988713867348,1.0,0.0,0.0008284120009164404,828412000.9164404,0.1171875,0.9712359597720858,0.15654965066413304,0.13627970697451894,-1.475,20.0,30.0,5.16870064608758,-0.17527734366705233,-1.0047543460084061e-05,0,0,0,pranayama,25.0,P2
0.15194301882873204,0.11929554516486048,0.014035809513694868,0.3567020846075092,0.3426662750938143,0.35202484246732074,-1.3279534441602594,0.6198570061946158,0.062946126286761,0.30062415628541594,0.8897024478629261,0.5890782915775101,0.026821717580286432,8.469974097746356,0.0001596126752903799,0,15,0.6345238095238096,0.23500373905454042,94.5590994371482,243.8749053817745,264.7971324760171,0.9230769230769231,0.0,0.0004953297919997485,495329791.9997485,0.1171875,1.120185792027684,0.06838418864705051,-0.16482155715172522,1.6083333333333334,30.0,40.0,4.792013311148087,-0.15992910510040928,7.874974671755648e-07,0,0,0,pranayama,35.0,P2
0.11247603328450596,0.11401122524755489,0.014939831977628529,0.3405372203952703,0.32559738841764174,0.9901284891317006,-0.6560032919313907,0.6213899896285412,0.024964503595815788,0.5524722623685314,0.705164614620877,0.15269235225234556,0.04783158225271965,0.41222670635232506,-4.7804380679612275e-06,0,13,0.6965277777777777,0.18482531584321238,86.14157527417747,193.04374645954746,260.5355789115718,0.8181818181818182,0.0,0.0001258957570159137,125895757.0159137,0.1171875,0.8944884499091208,0.14879156837454746,-0.11452835958308426,-1.65,40.0,50.0,4.9046321525885554,-0.16451854336837832,-1.4934496098168137e-05,0,0,0,pranayama,45.0,P2
0.11481145955721035,0.09548140128385343,0.015044388489924607,0.33395154527371596,0.31890715678379133,0.7411054838720997,-0.8188907646757673,0.6165007433945355,0.02530072781208118,0.5409213931179809,0.712088115146262,0.1711667220282811,0.3671472994830721,1.3250052585791439,-1.4266918225895598e-05,0,7,1.3319444444444444,1.0001437010947507,45.04692387904067,1095.6025316725986,1752.3238538834335,1.0,0.0,5.480194814307114e-05,54801948.143071145,0.1171875,0.7821425041662858,0.1266156534102122,-0.26923239851336866,0.5,50.0,60.0,5.113636363636363,-0.18310964398912627,3.606906439862831e-05,0,0,0,pranayama,55.0,P2
0.11054216745773762,0.10505452186336034,0.014088513813342845,0.31398210465264165,0.2998935908392988,0.9390474023540952,-0.6570297776201595,0.6193801662430651,0.020644404579577974,0.5544857200051685,0.6919242081273642,0.13743848812219572,0.0701876371286533,1.1203777069330565,3.7262149795045756e-06,0,9,1.059375,0.5597686386530103,56.63716814159292,598.4178462001228,1003.421725263191,1.0,0.0,0.0003011156727492,301115672.7492,0.1171875,1.0517381505858634,0.1264258218191729,-0.30413449884935534,0.21666666666666667,60.0,70.0,5.141021063905748,-0.2409066230917753,-2.901137613800185e-06,0,0,0,pranayama,65.0,P2
0.1356495528186003,0.11557543210484918,0.009981918381918939,0.30474545392937036,0.29476353554745144,0.27581801517725507,-1.6725571704606663,0.6212454608523601,0.020060608517506715,0.5574823044506859,0.6819604021525615,0.12447809770187557,-0.035283648487013854,0.6003607431829514,8.690733444739289e-07,0,9,1.003125,0.23960824145884468,59.81308411214953,256.1519847389716,373.6218060663136,0.8571428571428571,0.0,0.0015401339017825405,1540133901.7825406,0.1171875,1.2898847093166148,0.12313278088778828,-0.2606444987018772,0.9666666666666667,70.0,80.0,4.970659302726959,-0.21467929373283354,4.167014968165262e-06,0,0,0,pranayama,75.0,P2
0.1366689101003898,0.10027531499468635,0.01138554798229162,0.31004071094919783,0.2986551629669062,0.37857474421639603,-1.372042823063223,0.619314164273909,0.025510354087153547,0.5510347854205915,0.7777988591842613,0.2267640737636698,1.7317642480821984,7.85886122158813,2.0024433655655703e-05,0,11,0.7999999999999999,0.35728528905872653,75.0,376.61176263240424,578.4584665564713,1.0,0.0,0.0011486784981485948,1148678498.1485949,0.1171875,1.08609818841933,0.17124948297219977,-0.1332455306624276,1.2166666666666666,80.0,90.0,4.948453608247423,-0.167795332361117,-2.1566813515472293e-06,0,0,0,pranayama,85.0,P2
0.13273520753207885,0.10340442763464074,0.012381632936370675,0.300944595768126,0.2885629628317553,0.2884179922406307,-1.4445496745370523,0.6123250425813673,0.02345386999581815,0.5337086190321987,0.703444555167643,0.16973593613544435,0.06200659315675098,1.7629390294889289,-3.3014246386769236e-05,0,10,0.889814814814815,0.3990300310834351,67.42976066597294,423.23526131426365,596.7940971930306,0.75,0.0,0.0004655454327343913,465545432.7343913,0.1171875,1.1410358306345052,0.06674771282763463,-0.1437465040096395,1.2166666666666666,90.0,100.0,5.181098584792516,-0.16455593574624774,-2.3708944113613275e-06,0,0,0,pranayama,95.0,P2
