label,hr_mean,hr_std,hr_min,hr_max,hr_range,bf_mean,bf_std,bf_min,bf_max,bf_range,hr_rmssd,hr_slope,hr_skew,hr_kurtosis,bf_skew,bf_kurtosis,time_center,bf_rr,hr_bf_corr_long,hr_slope_long,participant
pranayama,0.30444482368870696,0.12579943243031283,0.17619100453874964,0.6153195122904864,0.4391285077517368,0.1454324622985675,0.08736179902227925,0.05850292103402611,0.31308999030844276,0.25458706927441666,0.01658298301564273,-2.5581413966427277e-05,1.1619546561220562,-0.05757243381768351,0.649927545821964,-1.0822518665946907,100,1.8672199170124482,-0.11046238681717765,2.2789969942085957e-05,P1
pranayama,0.2862275233056108,0.09843604753852782,0.18045992160237057,0.6118797664942516,0.431419844891881,0.30627105352418854,0.03559049512832636,0.2057628081150519,0.3523823710332078,0.1466195629181559,0.01082735184586346,0.00011711990395440983,1.3499149561739174,1.029520387285074,-1.063112045467665,0.7118835373628527,110,,-0.15956902531522657,4.010638401338132e-05,P1
pranayama,0.3279367568265061,0.09691414466839855,0.21128633591250584,0.6326601580774478,0.42137382216494196,0.09613591869115017,0.048291935176281914,0.04842584803171485,0.2054714989621336,0.15704565093041875,0.011666978664113125,5.5969804867382485e-05,1.021420505439824,0.06995914980835627,0.6847128881950323,-0.8562786543438881,120,,-0.137645332465818,3.796894820591821e-06,P1
pranayama,0.3142458048862847,0.1303141379828016,0.17896483301552002,0.6306078227322004,0.4516429897166804,0.11930477167903075,0.0792693466553373,0.04808606822634271,0.2742509674337239,0.2261648992073812,0.016620532122162957,-0.00012162485281506405,1.1488084716399345,0.0011518014042888325,0.67925252472907,-1.0962323529552669,130,2.214022140221402,-0.17352547003209112,1.1004755106176651e-05,P1
pranayama,0.2914802999624994,0.10407835048760587,0.17499334578892425,0.6141373353740317,0.4391439895851075,0.2571961161311576,0.07733613452847388,0.11389687018881701,0.35931595476369654,0.24541908457487954,0.010466746621564608,5.332631490215928e-07,1.1299418743251037,0.2908452764192324,-0.3188775162706496,-1.2729641932661113,140,,-0.11465830200944377,4.7941911896593624e-05,P1
pranayama,0.3192596675779047,0.12007983461145869,0.1933693888030154,0.5952379865438943,0.40186859774087885,0.06984849332053593,0.013628038296119204,0.05378946954661758,0.11367973077111865,0.05989026122450107,0.015012423616506397,0.000277683221708658,1.041603157290335,-0.3189714348309036,1.3298289934227414,1.3479663778951005,150,,-0.0653564431539318,6.142285061707814e-06,P1
pranayama,0.3036918481828858,0.1331588906591896,0.17289138918291438,0.6233079398185385,0.45041655063562414,0.23659048834990737,0.12803871173199644,0.053811038525812066,0.4029269757177702,0.3491159371919581,0.01751119422750869,-0.00011853956822489048,1.128420729193618,-0.18394423101113544,-0.14960601194355655,-1.5021653694431079,160,2.1264028352037805,-0.09796372496878925,-1.957930896638154e-06,P1
pranayama,0.2963343714431826,0.0950007423328913,0.1739302598982931,0.5660096745579623,0.3920794146596691,0.2360047229061379,0.11932249129244236,0.0789830004651443,0.405076738552304,0.32609373808715975,0.010347190775953186,-0.0001332501217871072,1.133747614119463,0.2652389060603202,0.2630900095968312,-1.5271238639255538,170,,-0.09936403490880684,-1.2165065587066617e-05,P1
pranayama,0.3201471410975194,0.12753329164985594,0.16699241370316215,0.6409608025782371,0.4739683888750749,0.07036945004618568,0.035886012503955705,0.0426434223865811,0.19816174973065973,0.1555183273440786,0.016872762397132507,-4.1068540259613556e-05,1.1144239799901259,-0.11715595500128373,2.020424887607004,3.282347538299798,180,2.2763199494151123,-0.12584106511127413,-6.255557994716092e-05,P1
pranayama,0.28518587479205587,0.10974302701081656,0.17506956404545837,0.6623942099531093,0.4873246459076509,0.3059897003037308,0.03811534111295231,0.19866645269178462,0.35975168126519186,0.16108522857340724,0.013338144062390958,6.157882678005139e-05,1.5294714396824058,1.2913954227287725,-0.8930090286953162,0.1651121840366474,190,,-0.18992615244830438,-2.4625377675683752e-05,P1
pranayama,0.32130374056972105,0.1032132569820534,0.20447829893553585,0.5899719798664702,0.3854936809309344,0.1261963866683083,0.04845920849882671,0.05216489990133283,0.25379174994470766,0.20162685004337483,0.012144940403434244,1.6511805327990826e-05,1.0669224088273788,0.05488530746018805,0.612580590758994,-0.09637673660020196,200,,-0.14986389298454864,-1.5477698253629478e-06,P1
pranayama,0.3163016114868253,0.13731497528135325,0.1650174875247103,0.6561228765325774,0.4911053890078671,0.09998162892172856,0.07409242450883356,0.043910216147810405,0.2596299745930247,0.21571975844521432,0.018198560489230443,-3.481725382842182e-05,1.135747383196784,-0.10332947346440147,1.0533407789495295,-0.4954185949955483,210,2.1524663677130045,-0.13218410968529992,1.0183936751020217e-05,P1
pranayama,0.2945610619882616,0.12412061760576495,0.16266633294714122,0.6724043068872477,0.5097379739401064,0.29408051005370145,0.06037716772437855,0.15862636033713354,0.38266459731381225,0.2240382369766787,0.014783985335404886,1.3939935382532738e-05,1.312062492314856,0.7847554730573831,-0.3793148097524517,-0.6163194465817177,220,,-0.09812007244929181,-3.5402288492841714e-06,P1
pranayama,0.3251388502118657,0.13229077677372436,0.1842614063895839,0.6488434375783301,0.4645820311887462,0.07276056543114914,0.029838456549839687,0.048306523353313924,0.15832551582067803,0.1100189924673641,0.017182543005999945,-1.2622160100817422e-05,1.0266622360646966,-0.3565599028811932,1.312883627597555,0.5740656773643766,230,2.9484029484029484,-0.06890480185276925,-1.7025468079005952e-05,P1
pranayama,0.31741481476812766,0.1403108673495566,0.1684608060517219,0.7115608407270564,0.5431000346753345,0.2357553591678312,0.10007903579435531,0.05958208537732751,0.37102230275649517,0.31144021737916766,0.01940822250528474,-4.212993902737753e-05,1.1985345147977577,0.08732836843630976,-0.22378064621897822,-1.3112894170014575,240,2.9484029484029484,-0.06195321029828137,-7.059079205394391e-06,P1
pranayama,0.3117997881866799,0.1512765108801524,0.137870688185349,0.7691867055512132,0.6313160173658642,0.10238367539511184,0.05507924605613949,0.05364307694860351,0.2742229076232328,0.2205798306746293,0.022456187737477547,-1.1295452992343228e-06,1.3345417219725564,0.5508012280024666,1.3088278949131142,0.9148267282381544,250,3.991130820399113,-0.029881293814986047,5.2389217392660306e-05,P1
pranayama,0.28270351564646923,0.11704147408494234,0.14665027709504136,0.6005452781102892,0.4538950010152479,0.16430425704977278,0.09077654335606317,0.04818975070547294,0.3252674518659661,0.2770777011604932,0.016812720510788512,0.00027882302206843067,1.2130664013484205,0.22282675770592153,0.6606307329727125,-1.1311452775954247,260,4.164256795835743,-0.008508795489530391,9.27074014874339e-06,P1
pranayama,0.32567936261357555,0.14052566309812192,0.1756235358006486,0.7215566467380936,0.545933110937445,0.1538311214296656,0.09007623486360648,0.04043767942587603,0.3214848955575897,0.2810472161317137,0.020450632210723605,-0.00016881285235645653,1.2800236944442087,0.38942282351444923,0.507621646597706,-1.009836831694571,270,4.354399758088903,-0.01050130500799894,1.7837974872986253e-05,P1
chanting,0.3117358618607541,0.14634513161146712,0.14756866738927807,0.7192333793090555,0.5716647119197774,0.12670292285741122,0.09802464469302957,0.040802067801086396,0.3163845383348636,0.27558247053377716,0.02176325099291571,-1.0862259385676597e-05,1.3139518451286007,0.4432270715648654,0.8888212430803745,-0.9023514579037042,280,4.354399758088903,-0.0034834204109370644,2.8702591268552132e-05,P1
chanting,0.3056182991035881,0.16270722509420463,0.08923341702122797,0.7177387869348522,0.6285053699136242,0.08194320936407241,0.040506976459539525,0.03869511610986004,0.22338492752471986,0.18468981141485982,0.02542515812157592,2.9389349517543925e-05,1.1233578750705926,0.1769320046551126,1.5179820987520733,2.0404497640961683,290,4.434862950415768,0.015830790904227683,-8.072357755529221e-05,P1
chanting,0.3096917481795049,0.17147002901665348,0.07747764413338097,0.7907848555118041,0.7133072113784231,0.14667837472991582,0.08134811417587244,0.05250900261792831,0.30497010279441117,0.2524611001764829,0.026330560898015554,-0.00017784938015436924,1.2937924484413783,0.6254989882972466,0.7409345454132381,-0.9422283531507727,300,4.283164782867341,0.011411428199137222,-1.6293099621161907e-05,P1
chanting,0.3078477577045362,0.15876330411300743,0.0879745256356256,0.76585801213656,0.6778834865009344,0.13813540594960613,0.09932573400795058,0.03260880668678371,0.31685670354586726,0.2842478968590835,0.02513728947945821,9.099646041624322e-05,1.170605125923618,0.2984642849241128,0.4830143994593573,-1.2354629523980603,310,4.0723981900452495,0.0046074553866933664,7.988530905676316e-05,P1
chanting,0.3081994807267306,0.15573269041920956,0.10190797717340921,0.7951004165605581,0.6931924393871489,0.08491154664381813,0.05552295340564435,0.03576164016294694,0.2927774638713741,0.2570158237084272,0.023520371025697526,0.0003644249898226867,1.3959841602272163,1.0034518025375414,2.048830321226495,3.8026782998262805,320,4.172703564184294,0.00015726453424551507,5.7214554193660745e-06,P1
chanting,0.3059036546819341,0.16792301772831944,0.09236501478812617,0.8185947933800414,0.7262297785919152,0.1453126187168407,0.09322235524500229,0.03981056281566085,0.33064344192975387,0.290832879114093,0.02534167488161684,-0.0002548442094205224,1.4626860582593284,1.1755196889452382,0.8371709118246018,-0.7574917736667635,330,4.242781378903948,0.0009029647277624571,2.5208634244928847e-05,P1
chanting,0.308126880852531,0.15875320046795183,0.10454107975466198,0.76502645904868,0.6604853792940181,0.13431593006414347,0.08294839247708284,0.03332750985806991,0.285421511422001,0.2520940015639311,0.024840136273002886,-9.31496923250303e-05,1.2910655317981456,0.6290238547210847,0.4881028518723344,-1.1056909999419204,340,4.208065458796026,-0.0008061142582126342,-6.082739548912118e-08,P1
chanting,0.308108102513416,0.15931784754375275,0.08272856594754545,0.7665238302135297,0.6837952642659842,0.05510561383531448,0.025771869943844325,0.028673383967619433,0.16775453892621076,0.13908115495859133,0.025426552518207905,2.2660375749362684e-06,1.2250813269032514,0.5733733600349056,1.6497366720314532,3.5152683929456137,350,3.6290322580645156,0.002979163546055038,-7.503024085035437e-05,P1
chanting,0.306882139382938,0.1741374725371612,0.07456954052497301,0.8099514644524346,0.7353819239274616,0.14181028370552684,0.09289309986242694,0.04521080493937918,0.32444303408168085,0.27923222914230167,0.026908762221997062,5.239012711578115e-05,1.3574894764597085,0.8568879414856898,0.7936626705730422,-0.9150848149732052,360,4.021223122032952,0.007474852717847694,-1.760926221190977e-05,P1
chanting,0.3077708583134953,0.1585167512238244,0.10386623060824696,0.8098259226626832,0.7059596920544362,0.13932503234558435,0.08284182569756918,0.035481220515186554,0.2897975079461334,0.25431628743094686,0.02474753650007306,-2.403802735244029e-05,1.4627780090399107,1.1263973846561166,0.4689506559170312,-1.0852883737951151,370,5.975103734439833,0.0077827102646290235,1.4449711134793455e-05,P1
chanting,0.3113307328815351,0.1739659173065913,0.08127505997720831,0.7901866215920418,0.7089115616148335,0.1381046657213238,0.0729929314465741,0.03770361398309872,0.26947712326071305,0.23177350927761434,0.027539151211741768,3.364470343655844e-05,1.2030121038952803,0.48085435724391834,0.2815233258492895,-1.0539722794276103,380,6.5533980582524265,0.008489261911891078,-1.9893411547025477e-05,P1
chanting,0.30785469426058093,0.16999118953032916,0.07841508899175226,0.8039282373357165,0.7255131483439643,0.09572929976880011,0.04713631904862771,0.029665187421302704,0.22260823385605247,0.19294304643474977,0.026759420202868842,-0.00013146425261218237,1.3397449668066503,0.9414055078747094,0.4381248790615663,-0.28957001048071307,390,6.521739130434782,0.009219451716805506,-2.478644001792298e-05,P1
chanting,0.3052281547526936,0.15777882772304358,0.09715922251819296,0.7795113020360909,0.6823520795178979,0.14689917721832066,0.07711605618991807,0.06295854670140155,0.29700647570189787,0.2340479290004963,0.024473936244304755,1.5261184152499732e-05,1.4504417002172036,1.110257233436391,0.7594728176772485,-0.944777147985449,400,5.305821665438468,0.016885993941193608,9.042825562943073e-05,P1
chanting,0.3072523129958198,0.15650814046635025,0.09057944334074254,0.7632682785372359,0.6726888351964934,0.14070946201208157,0.08978310585121825,0.03296909782884591,0.305950517562738,0.2729814197338921,0.025425088623112598,0.0004248272965100584,1.221833812621426,0.5518500010809402,0.5859767835517364,-1.0979211107723965,410,4.511278195488722,0.01623031230721653,-1.981976532584285e-05,P1
chanting,0.3104040581524053,0.15917736326381549,0.075799453094304,0.7779859444801921,0.7021864913858881,0.11733541056920872,0.09846475313558271,0.02942059422844981,0.3163666342925135,0.28694604006406366,0.02508080735865958,-0.0004545628370234844,1.089390240907854,0.5252423371553858,1.0718118095059626,-0.5318746790624491,420,4.511278195488722,0.017739445967874953,0.00011406869262996897,P1
chanting,0.3041732417318176,0.15942277326501195,0.07758462757159358,0.7633776437959662,0.6857930162243726,0.10210452912494136,0.05387007113107529,0.027501931616326514,0.2632227473828012,0.2357208157664747,0.024875979894568488,0.00040936514625140256,1.3376454008959098,0.921319455093442,0.8972584489039237,0.7236474488836908,430,4.535433070866142,0.024615991101501207,3.404700780820162e-05,P1
chanting,0.306071659369357,0.15325005218819898,0.09377842677975592,0.7542341325597789,0.660455705780023,0.1537369216382099,0.08842740669927639,0.03951658713648847,0.3210759934261743,0.28155940628968584,0.02389058709505956,-0.00026686198256524403,1.4332254160964721,1.121735302565062,0.6436011519965599,-1.0171748833339906,440,4.5743329097839895,0.014405431513676348,-0.00010039898636335434,P1
chanting,0.30929367054684304,0.1464520801455514,0.10037765749143782,0.7157241637478174,0.6153465062563797,0.18092648031051908,0.11858090919755486,0.02150743934276572,0.37213908149058356,0.35063164214781783,0.023632120407168375,-0.00010492878720541423,1.1535437373496584,0.3733264591780765,0.16754947134310225,-1.2930605678458948,450,4.519774011299435,0.017533150296425968,7.933199064826674e-07,P1
chanting,0.30894232654837966,0.152535085242379,0.07679743589082898,0.7119936373634539,0.6351962014726249,0.12945452721413075,0.0842998368968226,0.031494793565423625,0.3305935056827731,0.2990987121173495,0.02430549581578724,-4.7190976817008215e-05,1.0687452025561772,0.2609762148286898,1.1990538547143523,0.5445154711301017,460,4.330827067669173,0.02812578789155442,-8.656763883979634e-05,P1
chanting,0.3044213363746461,0.1422777206730602,0.12731346723001521,0.7246154997366441,0.5973020325066288,0.11376403958044044,0.07032958154863168,0.04059859189804592,0.3220027891542505,0.2814041972562046,0.02150444386045493,3.325567275215278e-05,1.5121503184178338,1.2657944882620216,1.5162374230986093,1.4079232888273925,470,4.357034795763994,0.026002149667648744,-2.7347103828642594e-05,P1
chanting,0.30722028751682456,0.14785270230438932,0.0956826922828724,0.7261223981836455,0.6304397059007731,0.13607071937367257,0.06796710121444839,0.04788073251998913,0.26517373496315955,0.2172930024431704,0.022825300896219525,3.555032525413883e-06,1.1879027089274738,0.48146755297849975,0.6510990962270521,-1.0003431197916393,480,4.319136172765448,0.018876741423884548,-1.6458131664240604e-06,P1
chanting,0.3083874125681592,0.1280984016464542,0.10359132882361377,0.6741802518100147,0.570588922986401,0.11939880180753945,0.09580411732481231,0.023426283146891703,0.28815659955228085,0.26473031640538913,0.0207204133270792,2.4661766600403423e-07,1.1215954153276384,0.39690757922994857,0.5024760951666327,-1.32580424299212,490,4.088586030664395,0.009415554514337095,3.0411423436153078e-05,P1
chanting,0.3099637713521049,0.1319040194615832,0.13726888153479735,0.6749374722493159,0.5376685907145186,0.06569810825365603,0.03761519195213568,0.0208784845673543,0.19702675398407157,0.17614826941671727,0.020847376088593085,8.211971307797821e-05,1.2441324911358538,0.538508189632211,1.177124881817465,1.4942062880597007,500,4.195804195804196,-0.004266284318934584,-5.207751317257205e-07,P1
chanting,0.3062168401789796,0.12841302498173376,0.14166572220866758,0.673882028032842,0.5322163058241745,0.14492715213381666,0.07447499175091415,0.034436095833848046,0.27108283671289446,0.2366467408790464,0.019675236793142918,-6.052255554258562e-05,1.384343929535363,0.8552756557996437,0.3498389109301173,-1.2568064896323794,510,4.302360322677024,-0.012080540633066657,-1.4203258872995309e-05,P1
chanting,0.30782727437889995,0.12208598707309076,0.13727086638521502,0.6805248262115606,0.5432539598263456,0.1327549132260913,0.08094854241545185,0.021311563653238795,0.26052460335105987,0.23921303969782107,0.019274922830404374,-3.1589390815706686e-05,1.3211989906131012,0.7356713269278146,0.0744403659700351,-1.3207830682436883,520,4.2959427207637235,-0.003455900594308437,6.70800878547821e-06,P1
chanting,0.3053011858356489,0.1220457932657951,0.14894615358811755,0.6736403724929086,0.5246942189047911,0.07401094565504156,0.060545605381575045,0.021302216113513933,0.26839553026927204,0.2470933141557581,0.01951300690143316,8.721713979215965e-05,1.2601518124762345,0.6513447584228094,1.5642201937689109,1.8251129394613042,530,4.1178152702316275,0.002232966275511848,6.633535543252011e-06,P1
chanting,0.30897654297144156,0.12336904623659485,0.14433832331347515,0.647865204043533,0.5035268807300578,0.12539922510312748,0.07513538837414584,0.0333271992860043,0.2846373549243522,0.2513101556383479,0.01885729784353698,5.598402962870679e-05,1.2820787007460912,0.5675229541075661,0.9911742512075985,-0.32178729166512543,540,3.9538714991762767,0.008628125219383331,4.330406075909021e-06,P1
viparita_swasa,0.30567044840218527,0.11724603774946303,0.15013249869050468,0.6461015651935701,0.4959690665030654,0.043977984755830854,0.016551579655400404,0.029213120884028585,0.07978662944521425,0.05057350856118567,0.0189839405177327,-5.654987740573328e-05,1.2241920245537292,0.4580685788911989,0.9911908423341496,-0.4759237931733926,550,,0.005524773661431453,9.274771876177752e-05,P1
viparita_swasa,0.3096722213863725,0.13312777202996365,0.1339555707109771,0.646518185298924,0.5125626145879469,0.10666287731748703,0.02464145343629638,0.03991757263424095,0.134653200963239,0.09473562832899804,0.021012941589119545,0.0003197600659870108,1.2842759265398225,0.4444117329836268,-1.180427281643563,0.5584123240391414,560,,0.011330796154086845,-5.275773795597212e-06,P1
viparita_swasa,0.3065384397051009,0.13038950319012022,0.16264946171847858,0.6336962500022348,0.47104678828375623,0.12488975107474405,0.016797584883765215,0.0947606410809071,0.15086510359962602,0.05610446251871892,0.0200580438609009,-0.00029597146817204325,1.295843460917177,0.39399163607623766,0.04743680863000609,-1.1692893990304138,570,6.3801506424457255,0.012158851587379373,2.2860928344761143e-06,P1
viparita_swasa,0.3096413535713927,0.12959035251547701,0.16024094496346125,0.6399532924996597,0.47971234753619846,0.11356003344930356,0.00531709844257957,0.10602412512568339,0.12374191732771211,0.017717792202028723,0.019560062143527235,4.814387042784661e-05,1.3160985834299377,0.4596559961813882,0.23298441796419608,-1.261418240931849,580,4.832214765100671,0.0013596246532762294,1.4968129256637027e-05,P1
viparita_swasa,0.30941933076598716,0.12010373200240874,0.17723563132037035,0.6323890275086236,0.45515339618825323,0.12324274462630626,0.006640914305841113,0.11170694743545302,0.1351999364029984,0.023492988967545383,0.018617734178029224,2.1979406647477384e-05,1.3914836244948012,0.6476812730189909,0.3819794786596699,-0.8281603094164303,590,3.75,0.003110517375189379,-3.961017140560556e-06,P1
viparita_swasa,0.30589589739023904,0.11372657516939796,0.18346151166606048,0.6165697695767416,0.4331082579106811,0.13371454377879943,0.008574857867860969,0.11223218804401158,0.14514441810494985,0.03291223006093827,0.017832649955271347,0.0002548973041695492,1.4704074621476584,0.8849956862749839,-0.7934466927369792,0.10010696745213865,600,5.272793848407177,0.002633361745339421,9.75086719769719e-06,P1
viparita_swasa,0.3090804864458127,0.1055140233281189,0.19228139303947872,0.6049427142392843,0.41266132119980553,0.12530358799650326,0.011121568407498315,0.10768527334737019,0.140941882283222,0.033256608935851806,0.016160346247510237,-0.0002514087641335305,1.439877855391626,0.8022187015228899,-0.18654574946189661,-1.3671013370929728,610,6.418542455983954,0.0022527247761025713,-6.132360809555423e-06,P1
viparita_swasa,0.3073412503393191,0.0943558560089272,0.2122092913627346,0.6124934822473574,0.40028419088462286,0.13344534191345234,0.027026925986093,0.10143283535835194,0.18400076257728273,0.08256792721893079,0.014177400244358323,-4.038078958541601e-05,1.6192953910810608,1.3554994979258197,0.745904185035009,-0.902937051332489,620,8.952440161641281,0.012635365782162657,-5.431046990747937e-06,P1
viparita_swasa,0.30659658101904036,0.08499664309683198,0.2221500177743287,0.5567694018633272,0.33461938408899855,0.14111060897502584,0.01312799211445591,0.12113046494184494,0.16855847387524958,0.04742800893340464,0.01280506371676936,1.031791415509233e-06,1.5235245893097569,1.0046047662539541,0.0797631709405367,-1.34441739223201,630,8.828939301042306,0.007139595041246553,-6.55242545745311e-05,P1
viparita_swasa,0.30771385167238463,0.08334250667012628,0.23292358742659566,0.5458285093197668,0.3129049218931711,0.14526409125398393,0.019212681799263803,0.10736933754748057,0.16368079527714774,0.05631145772966717,0.012126150417121524,3.1311346351178713e-05,1.622639237571009,1.2421294004755463,-0.8507108109473432,-0.8514744055984731,640,8.51063829787234,0.023961707262052906,4.223472258968429e-06,P1
viparita_swasa,0.30889359326007515,0.08692989158726083,0.21765472851909853,0.5876514912280624,0.36999676270896387,0.16917883701806877,0.03189553480631051,0.10243945600325587,0.22125787721832305,0.11881842121506718,0.012779891314759208,2.3258477345812583e-05,1.518037038334565,0.967490228710989,-0.4910469114073055,-0.44269096125945095,650,8.875192604006164,0.022604347379715464,9.922391355747343e-06,P1
viparita_swasa,0.30536987050967535,0.08229837424543787,0.22720344697065362,0.5250892041404769,0.29788575716982324,0.17918276354305832,0.03631920910603191,0.12953733580652158,0.2375520870749138,0.10801475126839222,0.012316610304391757,-1.3903877266267332e-06,1.5083091130218267,0.882536121670455,0.10859624158605688,-1.3142633954718237,660,9.25053533190578,0.022224311742619865,4.034456606505383e-06,P1
viparita_swasa,0.3079918034278139,0.0868595389729183,0.2099453709615831,0.5448861023353126,0.33494073137372954,0.13602571896384988,0.03441822701551469,0.052322937541031636,0.17837601008340642,0.1260530725423748,0.01291100121566959,-4.483214748442969e-05,1.3706028654464109,0.5152675638450916,-1.1650779400779536,0.567908294682467,670,2.9459901800327333,0.03814309382877432,-6.340563349511117e-06,P1
viparita_swasa,0.30741339361521947,0.08165613627043924,0.22273356380092554,0.5518938152656117,0.3291602514646861,0.17262133382111877,0.05488758081307056,0.05913717568183755,0.3020802988103771,0.24294312312853958,0.011971378230815075,-5.7649980756902435e-06,1.4522957788155713,0.7660505709635399,0.9287149046802838,0.38345078055171067,680,,0.03126037309233265,-9.535428223878787e-06,P1
viparita_swasa,0.3096196742906701,0.09083857129269825,0.20705145903377564,0.545741175900834,0.3386897168670584,0.1547580325679145,0.011956110882462338,0.14086640014302665,0.1801715762149498,0.03930517607192316,0.013584571831413256,-6.141623444896627e-06,1.3115316661522365,0.4108231850479531,0.9866333400454215,-0.25072908553302975,690,2.6845637583892614,0.0499566751751255,-1.6387421367733413e-06,P1
viparita_swasa,0.30688560145830346,0.08640262704163545,0.20617336120327315,0.5936227152634799,0.38744935406020675,0.13834686400840152,0.07302128505056767,0.0,0.21456515131139053,0.21456515131139053,0.012767245767785615,4.8323830200248525e-05,1.516525369196414,1.0795591170175278,-0.8888586838051287,-0.7332721761088457,700,3.643724696356275,0.03276809853236659,4.04057656200067e-06,P1
breath_retention,0.3071510327772192,0.09954352319176234,0.14283281426185612,0.6657247889756411,0.522891974713785,0.4508342053042704,0.27260410242046834,0.013435111501696346,1.0,0.9865648884983037,0.015265103316267539,-2.4582372583067948e-06,1.399862687941297,1.1291524345693134,0.5273191704627704,-0.6211291448194829,710,5.669291338582677,0.026880837082954873,2.3441910606437447e-06,P1
breath_retention,0.3085350062115829,0.08374907077757773,0.16951436466027892,0.556513951612914,0.38699958695263503,0.45740937948096433,0.026471659134471665,0.37701203661988364,0.4888071732048883,0.11179513658500467,0.014209078005072082,1.0007285062658919e-05,1.2298289503639854,0.77932238819466,-0.9709024715764702,0.2887546609500715,720,4.6662346079066745,0.035061162420149394,1.2801871766897922e-06,P1
breath_retention,0.3088504424463137,0.0716315536387591,0.23014072788037496,0.5421146556790362,0.3119739277986612,0.42317362222982896,0.026763203594879104,0.3749623980164363,0.49276813742864634,0.11780573941221001,0.011304688700950728,-6.547856166360111e-06,1.755059567759648,1.8072783717465803,1.4347296655304773,1.3154943676259379,730,3.9647577092511015,0.03909692745207631,-5.101479117160558e-06,P1
