hr_mean,hr_std,hr_min,hr_max,hr_range,bf_mean,bf_std,bf_min,bf_max,bf_range,hr_rmssd,hr_slope,hr_skew,hr_kurtosis,bf_skew,bf_kurtosis,bf_rr,hr_bf_corr_long,hr_slope_long,label,time_center,participant
-1.7169037336607225,-0.9156163526656944,0.43634804902094504,-0.4035458362671318,-0.325854492142476,2.011803258565564,-0.0766178200317192,3.112297080423556,0.5346725744066007,-0.21842582502981112,0.8499540970965116,2.0285676860309194,-0.4085633306757485,0.6072923807495364,-0.41950075601447545,-0.5307455306431673,,,,pranayama,0,P1
0.8358788208218282,-0.031797819203941535,0.33901846335088764,-0.2959720415525929,-0.22316329643601157,-0.6923975802834803,-0.6036321098247035,0.19916663698406448,-0.636350660337095,-0.6849925700074792,-0.40680923047631856,-1.232152087803992,-0.27447867591370206,-0.689975691892977,0.6681492653622554,0.7367203315477048,-1.4661309020479896,-2.021894708216818,-0.1260798129360532,pranayama,10,P1
-0.9827633302510735,-0.13793376841263807,0.4689735257055691,-0.4109023120694384,-0.34128743503368836,1.2429947311832665,0.11051074923883392,0.30474263733267615,0.21688189666220045,0.15679726136903563,-0.4405654829886334,-0.8747535650456125,-0.014798400305610318,-0.48310002764795595,-1.729830427218709,0.16121422807158933,-1.4661309020479896,-2.021894708216818,-0.1260798129360532,pranayama,20,P1
-1.7014571803126755,-0.7182251474293005,0.5601069941341466,-0.5724898945771693,-0.4777073687047777,3.0219896756778404,0.4437002169306614,2.543185170723609,1.1145826513080694,0.5131586431711516,-0.9752579391690314,0.352837765447437,-0.3940253722339846,-0.3659498861542268,-1.044491661442584,-0.2396597277244651,,-1.950485191729463,-1.7871510029054152,pranayama,30,P1
1.4451634168044543,-0.23382160461187185,0.5507191357679346,-0.4459634165166153,-0.3909574794131853,-0.7241534338775583,-0.8076068008651486,0.3749352968551359,-0.7758689675789611,-0.8706672913902839,-0.5526669889895982,0.15805463993692492,-0.3051707848863595,-0.7496511175152624,1.0558147598638963,1.7773869520143708,,-1.7851849243317575,-0.7424762674207576,pranayama,40,P1
-1.6172789711418818,-0.31928449910109424,0.46125016578255335,-0.5361266363238595,-0.4216342723096446,1.602662815323092,0.6028021020181761,0.7708262549908212,0.8697559803629344,0.705050987522155,-0.5653558370806997,-0.25797213652523215,-0.2315971573007023,-0.6503641588758164,-0.3524090502758057,-0.18206188173597326,-1.284293196168877,-2.7798665896486656,0.6889610490498909,pranayama,50,P1
0.11474132231129165,-0.5860295447149697,0.4658525911245527,-0.5714132981256698,-0.44647035285510606,0.7527269122647546,0.5751683108645704,0.40011986746975164,0.8292632495661805,0.756088535605728,-0.8972886011597991,0.5571787743349008,-0.6999674777621939,-0.7210413956327288,0.18710729593013872,0.17622564754637707,,-2.304213792455589,-0.18097198701121012,pranayama,60,P1
0.450926451606238,-0.31314330569902316,0.49163161969689434,-0.5026609635670578,-0.4093326511644767,0.1941056787284691,0.5794622809777338,0.008128751878554823,0.4495270911472288,0.46728395660905975,-0.5030701292206602,-0.49339698999342474,-0.299873458805566,-0.7633726640937002,0.12263650989319161,-0.2737584521010785,-1.155170514094108,-2.608860922704507,-0.36083464102049373,pranayama,70,P1
-3.9267465764846308,-0.6938532156764115,0.4019142821427731,-0.5124991035027703,-0.38678614679432943,3.3189129942826128,0.4263244229794912,3.3688331227671373,1.1749849374514714,0.36918454242973464,-0.8972389408275182,-0.0061075985251094495,-0.06949356744219018,0.21665617132042506,-1.157348171130629,-0.3537581150667438,,-3.4105332024522172,-0.07651290337620906,pranayama,80,P1
2.6152940844187036,-0.30784806552776506,0.5355316768050942,-0.468881750090354,-0.4012016570677209,-0.3160272718456777,-0.5075510000843908,0.18671155077460483,-0.573371814177691,-0.6178205505898022,-0.6654320754128974,0.06187208452094226,-0.7462010861977786,-1.0306597804576738,-0.6151288022347432,-0.34239901048050675,,-2.548272869247929,-0.8154591923931995,pranayama,90,P1
-0.7979607383317536,-0.2017600581672864,0.3578922199130832,-0.508478530325775,-0.36986938920459705,0.1030102279707143,0.2400312733768726,0.18775946838516325,0.1310704424131984,0.09860088252137009,-0.41650784520106116,-0.238119704238664,-0.5907906744991309,-1.072911674072678,0.12487465510754897,-0.19043643036780106,-1.5543137628255612,-3.914143576692442,0.8081894877490775,pranayama,100,P1
-5.102080086840807,-0.7567433686101647,0.40474981188602105,-0.526960369359403,-0.39727198233482786,2.4068992337690194,-0.5946773122280812,3.6912708445963136,0.35968637740201287,-0.5405044197220258,-0.9871614823036178,1.1112497898299414,0.06874139209865211,0.34238365856921205,-1.90219988425918,1.3429532015785237,,-5.572384645492921,1.4588210617901443,pranayama,110,P1
4.75237228719733,-0.7876105546829825,0.7431146763717829,-0.4153068126585607,-0.43298337332028247,-0.6031248107381647,-0.389892030418452,-0.05198769292484137,-0.49508917345643083,-0.4787879982247435,-0.9039149914306812,0.5330205241893712,-1.0839095873836233,-0.9068772273662163,0.1660368572108392,0.0026955818530484572,,-4.832061769104199,0.09456053944029252,pranayama,120,P1
1.5176728582910919,-0.11019294236257186,0.38833903371395295,-0.42633406110680566,-0.32538317106852765,-0.27124882706421494,0.10955668685453916,-0.06007151287828932,-0.09490770817922531,-0.06964195464454143,-0.4127849634573129,-1.1462969262576506,-0.6369191932181217,-0.9964580958599988,0.15957549822426284,-0.20238510090157855,-1.3200771242412586,-6.043668172767299,0.36538228485304464,pranayama,130,P1
-3.8610302514168118,-0.642306357926554,0.34474616807235337,-0.5148303960662907,-0.3698143547078912,1.7039385334888153,0.07838751322518812,1.505656248587693,0.40002823753190436,0.04433170626544621,-1.0229144130829217,0.008818089752744953,-0.7031200128235664,-0.6193037120516779,-1.0215320508221726,-0.3534321015736947,,-4.055831933008991,1.7532262324627423,pranayama,140,P1
2.7022755693378806,-0.3177647609649478,0.5464500458471733,-0.6163770636430999,-0.5023201361964892,-0.9796719431185062,-0.9487779413405493,0.0756200987666807,-1.0291637324978233,-1.0538918123082928,-0.5722241180068333,2.6295205808833026,-1.0130908768329465,-1.4132292430140085,0.9294158465184016,1.8865926786099896,,-2.3909986309766644,0.18268415083206513,pranayama,150,P1
-0.9758628629827497,-0.052495758188291,0.32167412813309776,-0.4655565121153394,-0.32974289100286486,1.4087787777296994,0.8958650214364825,0.07613325387958374,0.6537714352544176,0.6581572040485008,-0.3244784763228264,-1.1171227814974058,-0.7084575441633609,-1.2374361850192497,-0.821229641930712,-0.549322950393947,-1.3792568241074112,-3.4920867017778447,-0.1216661746656065,pranayama,160,P1
-2.714180688654998,-0.8264181205805683,0.33307724966682006,-0.7734215051073363,-0.5371185189936776,1.400388138669799,0.7553334240514883,0.6750081869255411,0.6662794592365683,0.5218790772884991,-1.0347680180347565,-1.2562243154350894,-0.6897660895173439,-0.6526408620644112,-0.33287805798823544,-0.5706541702026375,,-3.539372598809444,-0.5051799947174885,pranayama,170,P1
2.911954932730686,-0.16659398009217116,0.25692426722712336,-0.3707072449501325,-0.24602131016870762,-0.9722096390559353,-0.5899126864203454,-0.18955939986682974,-0.5376196876238734,-0.48782887205071174,-0.38777708516335485,-0.3845644328178798,-0.757570601150836,-1.1504839639420705,1.7466119937704558,3.539845832777753,-1.2780000311889779,-4.433453321996113,-2.398508459829353,pranayama,180,P1
